promedio_asistencia,promedio_seguimiento,nota_parcial_1,inicios_sesion_plataforma,uso_tutorias,riesgo_reprobacion
70.4,2.5,3.8,37,0,1
73.8,3.2,2.5,38,0,0
84.1,4.4,3.4,30,1,0
68.2,2.0,3.2,40,0,1
95.9,3.5,2.5,52,2,0
76.5,5.0,3.5,47,5,0
87.1,4.1,3.4,26,3,0
100.0,3.3,2.5,39,1,0
88.1,3.6,3.3,37,5,0
76.4,3.6,3.3,46,2,0
95.0,3.2,2.8,31,10,0
67.8,2.9,2.6,33,0,1
94.7,4.0,4.0,37,2,0
60.0,2.4,2.7,44,1,1
63.8,3.4,4.3,45,10,0
69.9,3.9,4.9,60,5,0
72.7,3.5,3.9,40,2,0
100.0,3.2,4.2,35,0,0
99.6,3.1,4.0,42,4,0
73.8,2.9,2.8,35,1,0
69.7,3.9,3.1,49,2,1
87.7,3.5,4.8,42,1,0
90.5,3.6,3.9,36,0,0
86.8,3.5,3.6,26,1,0
89.3,3.3,2.7,39,1,0
79.8,4.0,2.0,48,1,0
85.9,4.0,3.3,37,10,0
88.5,4.4,4.8,40,0,0
64.9,2.7,2.9,44,0,1
78.1,3.6,2.5,41,0,0
71.6,3.0,2.7,41,3,0
70.5,4.0,4.4,25,0,0
71.7,3.0,2.2,46,0,0
93.9,2.5,4.0,35,0,0
86.5,2.0,3.5,45,1,0
77.5,2.5,3.5,32,0,1
83.0,3.6,3.8,45,0,0
100.0,2.9,4.3,34,1,0
98.4,3.3,3.1,45,4,0
79.5,2.8,3.1,42,2,0
87.9,3.9,5.0,25,0,0
78.0,2.0,2.4,50,0,1
78.8,4.3,3.8,36,1,0
84.1,2.3,4.1,42,0,0
93.1,3.4,3.0,25,2,0
77.5,2.8,3.5,50,0,1
78.7,3.0,2.7,50,1,1
95.5,4.6,3.6,48,0,0
69.2,3.6,2.9,35,0,1
93.4,3.1,3.2,47,1,0
100.0,3.0,2.6,25,0,0
79.7,2.9,2.5,29,1,0
81.4,3.6,4.0,48,3,0
88.3,3.3,2.9,44,2,0
76.5,2.1,2.5,47,0,0
76.9,3.8,2.0,32,0,0
74.8,3.3,3.9,37,2,0
73.3,2.9,2.5,35,0,0
100.0,3.9,4.4,38,1,0
66.7,4.0,2.4,34,3,0
94.6,2.9,4.3,48,2,0
100.0,4.4,4.6,48,3,0
88.1,3.3,2.5,33,0,0
78.0,4.0,5.0,44,1,0
70.1,3.3,3.2,50,0,1
78.1,3.7,3.0,54,4,0
75.7,3.1,3.1,39,1,1
78.1,3.4,2.1,50,4,1
60.2,2.0,3.1,32,3,1
81.4,2.9,3.6,48,0,0
77.1,2.2,2.0,27,1,0
95.8,2.3,3.4,31,6,0
85.8,3.0,3.6,31,3,0
76.0,3.4,4.6,37,0,0
93.1,4.2,3.0,38,0,0
90.0,3.2,3.3,28,0,0
88.2,3.6,3.0,37,3,0
91.6,2.0,4.8,31,2,0
72.7,2.9,4.5,32,0,0
83.7,3.6,2.8,32,0,0
66.2,3.2,3.6,35,1,0
86.9,3.5,4.8,59,0,0
77.9,2.7,4.9,40,2,0
76.8,3.6,2.9,33,0,0
100.0,4.6,3.8,46,2,0
79.6,3.3,3.4,44,2,0
78.1,3.1,2.8,33,0,0
84.6,4.1,2.7,39,1,0
81.2,3.8,2.6,26,0,0
83.8,4.0,2.9,46,0,1
71.3,3.8,3.7,33,0,0
74.9,2.3,4.1,28,2,0
89.2,3.1,4.4,49,0,0
67.3,3.9,2.6,49,0,0
80.4,2.7,3.5,30,1,0
77.1,2.0,3.8,26,5,0
72.5,3.5,2.8,39,1,0
77.3,3.8,3.4,31,3,0
77.3,4.3,4.0,57,1,0
76.1,2.0,2.1,42,1,0
79.0,3.1,2.5,26,1,1
81.9,3.8,4.5,43,2,0
79.4,3.1,2.5,34,2,1
85.7,3.8,3.0,32,0,0
87.4,4.7,3.3,32,0,0
88.4,4.2,3.8,39,1,0
94.9,4.4,3.1,34,2,0
91.3,3.7,3.5,44,0,0
70.7,3.1,3.8,27,5,0
85.8,3.4,3.9,38,1,0
78.7,4.0,2.3,34,3,0
88.6,3.1,2.5,28,4,0
71.4,4.0,4.3,59,0,0
82.2,3.9,3.6,43,5,0
78.1,4.1,4.5,31,5,0
100.0,3.2,4.6,35,2,0
90.8,2.5,2.8,48,0,0
81.0,3.0,3.6,48,0,0
79.5,2.3,2.0,34,3,0
72.7,2.0,3.6,29,3,0
80.4,4.1,3.0,29,3,0
72.1,3.7,3.0,49,0,1
69.2,2.7,3.8,41,0,1
65.2,3.2,3.7,43,0,1
99.8,3.3,4.5,28,3,0
100.0,2.8,3.5,43,1,0
78.3,3.7,2.0,38,0,0
70.0,2.7,3.1,46,0,0
90.3,4.1,4.1,46,3,0
87.7,2.8,3.5,34,0,0
72.4,3.0,4.9,39,0,0
61.4,4.0,4.0,25,1,0
90.0,2.6,2.7,38,0,1
95.1,4.6,3.5,39,1,0
74.3,2.7,4.6,37,0,0
79.5,3.0,2.3,37,0,0
84.9,2.7,2.7,58,1,0
87.9,3.6,4.5,38,0,0
74.5,3.8,2.5,46,1,0
80.2,2.5,2.3,34,0,0
81.1,3.2,3.3,51,1,0
86.5,3.5,3.3,42,2,0
100.0,4.5,4.6,39,1,0
87.7,4.5,2.5,25,1,0
97.5,3.8,2.5,25,0,0
88.4,2.9,3.9,49,0,0
85.6,2.9,4.6,59,0,0
76.7,2.9,3.4,27,4,0
89.7,3.5,4.2,28,0,0
79.5,4.2,2.5,49,0,0
60.0,2.9,2.9,40,0,1
93.1,4.2,4.9,43,0,0
79.2,4.9,2.8,42,3,0
91.2,2.7,3.0,52,3,0
77.3,3.0,2.5,44,1,0
69.9,3.5,2.7,32,1,1
76.3,4.0,3.4,60,3,0
80.4,2.4,3.4,37,0,0
60.7,2.6,3.8,42,1,0
82.9,3.3,3.0,36,3,0
92.3,3.6,2.7,49,0,0
81.6,3.2,2.0,28,4,1
78.2,2.8,4.9,49,10,0
100.0,2.1,2.5,49,1,0
99.1,3.2,4.1,35,0,0
100.0,3.7,2.5,37,1,0
75.4,3.1,4.7,48,0,0
89.6,3.5,2.5,38,0,1
78.5,3.4,3.4,31,8,0
79.2,3.5,3.7,47,3,0
76.3,4.0,2.9,22,1,1
93.4,4.3,2.9,36,0,0
70.2,3.4,2.5,52,2,0
75.1,3.3,2.8,44,2,0
99.2,2.8,2.8,36,1,0
75.3,3.5,2.8,42,2,1
70.8,3.1,2.8,27,2,1
75.1,2.5,3.8,27,2,1
76.2,3.3,4.0,56,1,0
80.8,3.9,3.5,32,0,0
88.5,4.1,3.1,30,7,0
61.2,2.7,2.2,48,2,0
98.6,3.2,4.3,27,5,0
94.5,3.5,2.5,25,4,0
69.6,2.2,3.4,42,0,0
96.2,3.6,5.0,33,1,0
90.8,4.1,4.2,35,6,0
86.4,4.9,2.9,42,2,0
73.8,3.4,2.0,50,1,0
93.4,4.0,4.0,44,1,0
76.3,2.0,2.2,25,0,1
79.6,3.1,2.9,37,3,1
88.8,4.0,3.2,41,0,0
87.0,4.0,3.6,41,1,0
79.2,2.9,2.9,37,0,1
100.0,2.2,3.3,25,7,0
77.5,4.4,2.7,45,0,0
69.0,2.9,2.0,31,0,1
78.0,3.6,3.1,45,5,0
88.6,2.3,3.2,27,0,0
80.4,4.1,4.1,35,0,0
81.5,3.6,2.7,38,1,0
100.0,2.7,3.4,39,3,0
65.9,3.1,3.7,48,0,0
74.2,3.8,2.9,49,0,1
80.0,3.3,2.9,39,1,0
75.6,4.3,2.9,52,4,0
82.4,2.8,2.2,50,2,0
68.3,4.1,2.5,44,2,0
83.7,2.4,3.3,30,0,0
100.0,3.8,2.5,40,0,0
89.4,3.3,2.4,33,0,0
80.0,3.9,2.7,60,1,0
84.5,3.3,3.4,60,2,0
92.7,3.9,3.8,52,0,0
73.0,3.1,3.8,37,1,0
81.1,3.3,3.4,25,3,0
74.4,2.9,2.3,38,0,1
73.6,3.8,4.4,40,0,0
80.2,3.0,2.5,44,4,0
91.6,2.4,3.9,34,0,0
84.4,3.9,3.6,60,5,0
94.1,3.8,4.8,36,2,0
91.6,3.2,3.9,34,2,0
93.9,4.1,4.1,33,3,0
87.5,3.7,3.5,32,0,0
81.8,2.0,2.6,33,0,0
73.7,3.3,2.0,29,0,0
91.2,2.7,3.3,50,3,0
91.1,2.7,4.6,45,2,0
63.5,3.2,2.8,50,1,0
78.9,3.7,3.4,38,1,0
83.9,3.0,2.8,35,1,1
82.7,3.5,3.4,44,1,0
70.0,3.9,4.0,40,0,0
93.9,2.5,3.3,55,0,0
82.0,3.0,2.8,38,0,0
94.8,3.5,3.2,39,0,0
84.2,2.5,2.7,38,0,0
80.0,3.2,2.9,40,0,1
81.8,3.0,2.0,50,0,0
70.4,3.5,2.2,50,0,0
65.6,4.2,4.3,30,0,0
79.9,3.4,3.9,46,1,0
69.1,4.6,4.3,31,2,0
64.0,2.9,3.0,36,2,0
73.7,4.0,4.1,26,3,0
90.3,3.2,3.2,39,0,0
86.2,3.6,4.5,35,0,0
100.0,3.6,2.5,46,0,0
76.5,2.0,2.7,20,2,0
74.5,2.7,2.3,50,3,0
69.8,4.0,3.2,45,1,0
90.0,2.7,2.7,30,1,0
86.3,3.4,2.6,43,6,0
79.3,2.8,2.0,35,0,0
80.0,2.0,2.7,46,0,0
85.5,4.7,4.6,50,0,0
82.0,3.6,4.3,35,0,0
78.4,3.4,2.9,27,0,1
77.1,2.9,3.1,37,0,1
100.0,4.4,4.5,47,4,0
100.0,3.2,5.0,47,4,0
97.7,2.4,3.5,40,1,0
90.9,3.3,5.0,54,1,0
91.0,3.4,2.5,35,0,0
64.6,3.3,3.4,36,0,0
84.5,2.2,2.7,45,3,0
95.5,3.2,3.6,37,2,0
60.8,4.0,3.0,42,0,0
91.5,4.5,5.0,43,0,0
85.7,2.2,3.8,37,3,0
97.5,3.3,3.4,46,0,0
77.2,3.9,4.0,45,2,0
76.6,3.5,4.7,56,2,0
84.6,2.2,3.0,28,3,0
88.8,2.8,3.4,42,2,0
60.2,2.6,3.0,29,1,0
86.2,2.8,4.5,36,8,0
96.7,3.7,5.0,46,1,0
82.3,2.4,5.0,44,0,0
90.8,3.9,3.3,26,3,0
73.2,3.8,4.9,37,1,0
91.0,4.0,2.9,32,2,0
100.0,4.9,2.5,35,1,0
77.5,4.6,4.1,37,3,0
75.7,3.6,2.9,60,2,0
72.7,3.3,2.7,34,7,0
67.3,4.0,3.5,33,0,0
60.0,3.1,2.9,45,1,0
73.1,3.2,4.1,41,1,0
78.6,3.6,3.6,36,4,0
91.7,3.3,4.0,25,1,0
81.2,2.3,2.0,47,0,1
78.5,4.1,3.2,27,1,0
76.1,2.8,3.4,34,0,0
75.9,5.0,4.1,38,2,0
87.3,3.8,3.9,60,0,0
92.8,3.3,2.5,55,2,0
83.4,3.9,2.9,23,1,1
95.6,4.1,2.5,53,0,0
80.8,2.9,3.2,25,1,0
76.4,3.1,3.3,30,1,1
70.1,3.9,2.7,48,2,0
93.5,2.9,3.1,35,1,0
77.6,2.3,2.0,20,0,0
81.9,4.4,3.4,31,1,0
77.5,3.6,2.5,42,0,0
79.1,4.1,3.7,37,10,0
60.0,2.8,2.8,28,2,0
96.0,3.5,4.1,50,4,0
84.0,3.2,2.5,37,2,0
75.8,3.9,3.6,59,0,0
77.6,2.7,2.5,54,1,0
85.1,3.7,2.9,60,1,0
79.4,4.0,2.8,36,1,0
83.4,3.5,4.7,45,0,0
80.1,4.6,3.9,32,4,0
76.0,3.3,4.4,47,5,0
72.2,3.7,3.2,37,1,0
100.0,3.1,2.6,30,6,0
89.5,3.4,4.6,49,0,0
79.3,4.1,4.4,42,4,0
81.9,4.0,4.2,37,3,0
83.5,2.0,3.7,44,0,0
82.3,3.5,2.5,34,1,0
74.1,4.0,4.4,42,1,0
82.1,3.3,2.5,25,2,0
67.3,4.2,3.5,25,3,0
60.0,3.0,2.1,41,0,1
78.0,2.9,3.3,28,2,0
97.8,2.9,3.0,42,1,0
70.5,2.9,2.5,36,3,0
79.7,2.8,4.2,30,1,0
91.6,3.7,4.3,35,2,0
71.0,2.8,2.3,31,0,0
73.3,4.8,3.5,32,3,0
89.2,4.2,3.5,40,0,0
90.5,4.4,4.6,25,0,0
82.0,3.0,3.9,28,2,0
82.7,3.0,3.8,25,2,0
66.6,4.3,2.5,48,0,0
65.8,3.2,3.2,44,2,0
88.2,4.7,3.6,49,1,0
66.9,3.2,2.7,31,0,1
73.5,2.6,4.4,25,0,0
80.5,3.2,5.0,44,0,0
76.0,3.6,4.3,46,1,0
85.8,4.3,3.3,43,1,0
99.5,3.3,3.2,36,2,0
76.7,2.9,2.5,47,7,0
80.8,3.2,3.9,28,0,0
75.8,3.4,2.0,39,0,0
70.9,3.8,2.0,50,2,0
65.9,3.5,2.5,20,1,1
74.5,2.7,2.1,50,0,0
70.0,4.0,2.4,40,2,0
94.2,4.0,4.3,48,4,0
91.3,3.5,2.5,35,1,0
82.6,2.9,2.5,25,2,0
80.0,3.8,4.1,42,4,0
71.4,2.2,3.1,46,2,0
66.9,2.9,4.4,38,1,0
77.9,2.0,3.7,25,3,0
82.1,2.9,2.8,47,3,0
89.4,3.1,2.5,44,1,0
79.5,3.9,3.3,43,1,0
78.4,2.5,3.6,28,2,0
90.9,3.2,4.6,47,0,0
84.0,5.0,3.3,50,2,0
97.6,3.3,2.8,40,1,0
94.8,3.9,4.9,55,0,0
89.9,3.3,3.3,37,0,0
73.9,2.0,2.8,34,0,0
78.3,3.2,3.9,50,0,0
78.9,3.4,3.3,37,2,0
73.0,2.8,2.3,23,1,1
76.9,3.0,4.1,45,0,0
68.1,3.1,2.7,33,1,0
87.0,3.3,3.4,45,2,0
77.6,3.4,4.8,35,0,0
75.5,2.5,2.4,50,1,0
86.7,4.0,4.0,35,3,0
73.1,2.6,3.4,49,0,0
69.7,2.9,2.4,30,0,0
79.6,3.3,4.2,35,3,0
69.4,2.8,3.8,42,1,1
83.4,3.8,4.3,39,0,0
84.0,3.6,2.0,35,1,0
90.1,4.4,3.6,25,0,0
79.7,2.0,3.9,36,0,0
75.4,4.1,2.7,45,1,0
74.3,2.4,3.4,24,1,0
70.5,4.0,3.2,42,9,0
90.0,3.4,2.0,50,0,1
65.1,3.3,2.6,53,2,0
74.5,4.3,2.9,33,3,0
91.4,4.5,4.0,30,0,0
100.0,3.2,2.7,40,0,0
71.2,3.0,2.5,34,2,0
88.4,3.5,3.4,59,4,0
60.0,2.0,2.8,38,4,0
73.3,3.4,2.6,54,0,0
86.7,4.0,4.2,28,0,0
92.4,3.1,4.1,40,0,0
81.4,4.2,3.4,44,1,0
83.5,2.8,2.4,49,5,0
79.4,2.4,2.9,50,0,0
76.8,3.2,2.9,35,0,1
80.9,2.2,2.1,50,5,1
75.7,2.6,4.7,35,0,0
83.2,2.7,3.7,30,1,0
78.8,3.2,2.5,41,0,0
79.0,2.3,3.2,47,5,1
85.8,2.4,3.4,33,0,0
96.9,4.0,2.5,34,7,0
90.7,3.8,2.5,43,0,0
72.2,3.6,3.2,45,0,1
89.1,3.7,3.9,34,4,0
74.3,3.9,3.2,25,1,0
73.9,3.0,3.1,46,2,0
87.3,4.1,3.7,42,0,0
72.8,3.3,3.5,46,1,0
80.9,2.4,3.2,29,4,1
92.2,2.2,3.1,35,0,0
95.3,3.7,3.3,38,0,0
76.0,3.7,3.3,41,4,0
75.5,3.4,2.0,34,2,1
60.0,3.2,2.4,36,0,1
85.3,3.8,4.1,34,0,0
69.5,4.0,2.3,46,2,0
89.7,2.9,4.2,52,2,0
75.3,2.5,3.8,30,1,0
90.0,3.7,3.0,23,0,0
86.4,3.4,3.4,26,2,0
87.5,2.6,3.9,47,0,0
75.5,4.0,3.4,38,1,0
81.8,2.6,3.7,28,2,0
81.1,4.1,4.4,38,1,0
78.2,3.1,2.6,45,0,0
81.9,4.0,3.7,38,0,0
84.8,3.2,3.9,44,8,0
93.9,2.9,3.2,39,6,0
83.0,3.0,2.5,43,0,0
100.0,3.6,3.1,35,3,0
93.7,3.6,3.9,41,4,0
95.6,4.4,2.5,60,10,0
76.3,3.2,3.9,42,0,0
91.1,3.9,3.3,25,0,0
100.0,2.7,3.4,60,0,0
99.0,4.6,4.3,39,1,0
96.7,3.6,4.8,39,0,0
81.0,3.8,3.8,42,2,0
80.0,2.3,3.7,20,0,1
88.9,4.4,2.5,34,0,0
80.4,3.7,3.8,43,1,1
82.6,2.7,2.4,44,1,0
89.2,3.4,3.3,34,1,0
100.0,3.7,3.5,50,0,0
77.2,3.3,2.5,47,2,0
79.7,3.0,3.2,50,5,0
100.0,4.5,2.8,57,0,0
90.5,3.8,3.0,44,1,0
74.6,2.0,2.7,43,2,0
85.6,3.3,4.0,35,0,0
100.0,4.5,4.1,25,6,0
76.4,2.7,2.7,44,1,0
85.7,5.0,4.0,41,6,0
83.9,5.0,3.8,42,1,0
87.5,2.9,4.8,30,8,0
83.8,3.0,3.7,41,2,0
80.5,3.0,4.5,52,2,0
96.9,4.5,3.4,42,2,0
70.8,3.0,3.1,41,3,0
73.7,4.6,3.8,48,2,0
78.2,2.2,2.9,49,1,1
76.9,3.5,2.5,48,10,0
70.4,3.1,2.0,32,0,1
84.6,3.6,4.5,25,1,0
88.5,2.3,4.3,31,4,0
76.5,3.9,3.5,28,2,0
77.3,3.8,3.5,43,0,0
100.0,3.9,4.4,31,2,0
66.4,4.0,2.1,46,2,1
76.8,3.7,2.3,35,0,1
83.3,2.3,2.2,38,0,0
87.2,2.6,4.9,49,1,0
77.1,3.0,3.4,32,1,0
65.3,4.0,3.4,39,6,0
86.5,3.9,4.5,48,0,0
60.0,3.7,3.2,41,1,0
88.3,3.5,2.7,50,0,0
90.8,3.3,4.4,51,0,0
64.5,3.8,2.7,44,0,0
92.8,3.6,3.5,47,0,0
86.7,3.5,3.0,30,1,0
75.4,3.8,5.0,29,0,0
82.1,3.0,2.0,30,8,0
68.9,2.1,3.2,47,0,1
89.9,3.8,2.2,25,5,0
89.0,4.9,2.7,54,0,0
69.1,3.5,3.5,38,0,1
71.2,4.5,3.4,51,1,0
79.2,4.3,4.3,25,0,0
75.9,2.2,3.1,38,0,0
72.7,3.7,3.9,54,0,0
77.7,2.0,2.8,50,0,1
67.0,3.0,3.8,33,0,0
82.9,2.3,2.5,25,0,1
85.1,3.2,2.7,44,0,0
81.6,3.6,2.5,25,0,0
64.7,3.8,3.9,53,0,0
92.3,3.0,2.5,40,0,0
78.6,2.3,3.3,47,10,0
78.3,3.3,2.9,31,2,1
89.2,3.3,3.2,45,0,0
68.2,3.0,2.0,34,2,1
65.2,3.3,3.5,55,0,0
89.2,3.3,3.5,36,2,0
96.2,3.5,3.6,25,3,0
86.4,2.7,3.6,47,0,0
71.9,2.6,2.0,40,0,1
75.2,3.2,2.5,40,0,0
84.9,3.9,2.8,35,0,0
78.0,2.9,3.9,36,1,0
70.8,2.4,3.8,33,0,1
80.1,3.2,3.1,25,0,0
71.1,4.7,3.4,36,0,0
73.8,4.4,2.9,47,1,0
91.8,5.0,2.8,49,1,0
70.3,3.0,2.9,28,0,0
100.0,3.4,4.6,45,4,0
80.9,2.8,3.3,41,0,1
60.0,3.6,2.8,43,2,0
74.3,3.4,3.5,38,0,0
87.3,3.3,4.4,57,8,0
68.2,3.0,3.2,37,2,0
78.5,2.9,4.6,37,3,0
67.1,3.5,2.4,41,0,1
69.2,3.6,3.9,34,0,0
84.2,3.9,3.5,45,1,0
68.5,2.7,3.5,27,2,0
73.4,2.8,2.6,42,1,0
93.7,3.4,3.2,52,0,0
81.9,2.4,3.7,47,4,0
91.6,3.0,3.8,25,0,0
75.9,3.8,3.4,43,0,0
75.8,2.7,2.6,50,0,0
86.7,3.5,5.0,33,1,0
95.0,3.6,3.8,40,3,0
85.5,4.3,2.5,36,2,0
79.3,4.0,4.3,43,2,0
90.0,4.0,3.9,30,0,0
85.8,3.4,2.9,43,4,0
83.8,3.8,3.9,31,3,0
77.9,4.2,4.3,41,3,0
70.8,2.0,3.1,43,0,1
76.5,3.2,2.9,44,2,0
83.5,3.0,5.0,43,0,0
79.8,3.4,2.5,55,0,0
74.8,3.0,2.0,42,1,1
71.3,2.5,3.0,31,1,0
71.8,4.3,5.0,43,0,0
86.1,3.1,2.7,26,3,0
90.4,4.3,3.8,56,1,0
82.7,3.7,4.0,47,0,0
84.4,3.3,4.1,30,3,0
96.9,2.7,2.8,36,3,0
88.3,3.0,3.4,47,7,0
95.2,4.6,3.9,40,0,0
83.8,3.6,2.5,31,1,0
82.8,5.0,3.5,44,5,0
80.0,3.6,5.0,25,1,0
77.6,3.1,4.0,50,2,0
87.4,4.4,4.1,41,0,0
75.6,3.4,2.1,24,0,0
72.0,3.0,2.5,29,2,0
79.9,4.0,4.6,57,0,0
79.9,2.0,3.0,31,2,0
86.3,3.5,4.5,25,3,0
76.7,2.9,3.8,50,2,0
72.0,3.2,4.4,37,10,0
82.3,3.9,3.5,26,0,0
88.5,2.8,4.5,48,6,0
100.0,4.7,3.2,48,0,0
80.6,2.9,2.9,50,1,0
74.0,3.2,2.5,48,3,0
85.8,3.6,2.5,38,3,0
73.7,3.2,2.5,50,0,1
95.2,4.3,2.7,49,1,0
88.6,3.1,4.5,44,4,0
98.1,3.2,4.1,32,0,0
76.8,4.3,4.8,40,2,0
78.3,4.0,2.2,37,0,1
100.0,3.5,4.6,44,0,0
79.8,2.2,3.8,41,0,0
86.9,3.5,2.5,47,2,0
80.4,2.3,3.8,44,0,1
60.6,3.8,4.1,41,4,0
68.4,3.4,2.5,25,1,0
90.0,3.4,3.7,31,0,0
63.2,2.4,3.8,35,0,1
61.5,2.0,5.0,45,1,0
90.2,3.5,4.5,38,0,0
74.5,2.9,2.7,45,0,0
86.5,2.9,3.0,34,5,0
84.8,2.9,2.9,53,2,0
84.5,2.6,3.0,27,0,0
91.4,4.0,4.3,49,5,0
79.2,2.9,2.9,42,4,0
93.2,3.3,3.1,25,0,0
100.0,3.6,3.3,47,3,0
94.9,3.8,4.2,26,1,0
70.1,3.4,3.8,41,0,0
100.0,3.7,3.2,39,0,0
76.4,3.3,3.7,53,1,0
89.6,3.7,3.0,46,5,0
70.4,2.6,2.0,36,1,1
84.4,2.3,2.6,50,6,0
75.3,4.0,3.7,44,1,1
86.1,3.1,3.9,25,0,0
67.6,2.5,3.1,34,1,0
73.3,3.7,4.1,49,2,0
94.3,3.2,3.7,41,2,0
83.6,4.0,3.0,41,0,0
97.1,3.6,3.6,36,6,0
81.3,2.1,2.7,35,0,0
100.0,3.3,2.5,42,0,0
88.2,2.9,3.1,38,0,0
81.9,3.5,4.5,25,3,0
77.8,3.0,2.3,47,0,1
90.7,3.0,4.0,29,10,0
72.2,2.9,4.4,39,0,0
84.7,2.4,2.5,25,0,0
70.4,3.3,2.0,26,0,1
75.2,3.1,2.4,20,0,0
71.0,3.5,2.5,50,0,1
93.1,4.3,3.2,38,0,0
83.3,3.6,3.0,40,0,0
68.5,3.4,2.9,29,0,0
86.8,3.4,4.4,33,5,0
96.1,3.9,3.9,35,0,0
97.7,3.9,4.5,59,2,0
61.2,2.7,2.0,28,1,1
99.2,3.8,4.3,48,3,0
88.5,2.5,3.3,36,5,0
73.0,4.2,4.5,41,0,0
84.9,4.5,3.3,32,5,0
89.0,3.2,3.8,35,1,0
80.3,3.5,2.9,25,1,0
74.8,2.4,5.0,37,0,0
96.2,3.3,3.2,33,2,0
72.9,4.3,2.6,41,1,0
62.8,4.1,3.1,25,0,0
90.8,4.4,3.1,51,0,0
82.6,4.2,3.0,25,0,0
85.8,2.1,2.6,41,1,0
96.3,4.4,4.2,51,2,0
80.7,3.2,3.1,29,1,0
60.1,3.4,3.1,48,1,0
77.0,3.8,4.3,33,4,0
84.5,3.7,4.0,36,1,0
75.8,4.3,2.7,36,0,0
77.6,2.0,3.5,26,1,1
63.4,4.0,3.1,20,1,0
74.7,3.9,4.5,45,0,0
67.6,3.8,3.1,40,1,0
100.0,4.5,3.1,60,3,0
99.1,2.5,3.0,43,1,0
94.8,3.4,4.3,43,1,0
65.1,3.3,4.1,37,0,0
99.7,3.1,4.9,45,4,0
80.7,4.0,3.2,41,0,0
86.7,4.1,2.8,25,5,0
89.7,3.2,3.6,41,0,0
84.6,2.5,2.7,37,0,0
95.0,3.0,3.4,38,1,0
99.8,2.9,3.4,25,2,0
77.8,3.4,3.0,45,0,0
87.9,5.0,3.5,34,1,0
87.1,4.1,4.2,39,0,0
88.1,3.2,3.0,28,4,0
83.1,3.1,3.3,25,2,0
74.7,2.9,2.5,33,1,0
92.2,4.0,2.6,27,0,0
86.1,3.1,4.3,30,0,0
72.7,3.0,2.3,22,2,1
94.1,4.6,3.8,37,1,0
82.3,3.8,4.1,41,0,0
77.3,3.8,2.8,22,1,1
63.8,2.6,2.6,31,2,1
95.8,3.7,2.7,29,2,0
96.7,4.4,3.7,29,2,0
97.7,4.9,2.5,45,4,0
65.7,3.8,2.4,40,0,1
77.0,3.7,2.7,25,0,0
74.3,2.0,2.4,50,1,0
66.1,4.0,3.6,33,0,0
77.1,3.9,3.8,38,6,0
99.3,3.5,2.5,25,0,0
73.6,2.6,3.3,31,4,1
86.2,3.9,3.2,43,0,0
92.5,3.6,4.0,29,0,0
69.7,3.7,3.3,36,3,0
78.0,2.0,4.3,25,0,0
90.0,2.8,3.3,50,1,0
60.3,4.0,2.5,29,2,0
62.6,3.2,2.0,40,0,1
69.4,2.8,2.8,29,0,0
87.4,3.0,3.7,24,1,0
73.2,2.0,3.9,25,0,0
87.5,2.9,3.2,50,1,1
91.7,4.3,4.1,41,0,0
75.9,2.5,5.0,58,0,0
80.5,3.3,4.2,40,0,0
74.6,2.4,3.8,26,1,0
63.1,2.8,3.8,29,0,1
99.4,2.4,3.3,25,1,0
77.4,3.1,3.4,49,1,0
75.0,3.9,3.1,43,0,0
75.3,4.4,3.8,36,5,0
84.9,2.6,4.3,25,2,0
100.0,4.1,3.8,30,4,0
84.7,3.2,4.0,49,0,0
65.0,2.5,2.8,24,0,1
75.1,5.0,3.9,38,1,0
77.0,3.9,4.0,45,0,0
87.5,3.7,2.7,38,0,0
86.1,2.9,3.3,50,1,0
79.9,3.4,2.5,29,0,0
76.6,4.1,3.0,39,1,0
73.9,2.8,2.1,48,3,0
83.0,4.0,3.2,32,1,0
81.8,4.0,3.2,42,4,0
91.9,4.3,2.7,37,1,0
74.0,2.0,2.0,25,1,0
85.3,2.9,2.7,30,0,1
83.9,3.3,4.7,36,0,0
84.8,2.4,3.5,44,1,0
61.9,3.2,2.0,50,1,1
73.8,3.6,2.6,40,5,0
80.1,3.4,3.2,29,2,0
83.0,3.1,2.9,29,1,0
71.7,2.8,3.1,34,4,1
82.1,3.1,3.8,29,3,0
69.7,3.5,3.6,58,2,0
82.2,3.6,3.9,44,0,0
94.8,3.4,3.1,29,7,0
86.1,2.8,2.9,41,2,0
90.8,3.2,4.2,43,2,0
70.1,3.6,3.8,29,1,0
92.3,3.6,2.5,44,0,0
80.5,3.3,4.1,38,1,0
88.8,3.3,3.2,42,5,0
79.4,3.0,3.9,32,4,0
96.6,2.2,2.6,27,1,0
73.4,2.9,3.8,40,3,1
87.6,3.1,4.6,49,0,0
94.6,4.6,2.6,36,3,0
85.6,4.2,4.3,45,2,0
98.8,3.2,3.1,50,0,0
93.8,3.7,4.7,44,0,0
95.9,4.0,4.0,32,1,0
93.0,3.1,3.0,56,0,0
81.0,3.5,3.0,60,0,0
87.4,3.9,3.1,46,1,0
82.8,3.3,3.1,50,0,0
78.0,4.8,4.8,44,2,0
79.4,2.5,3.4,33,1,0
97.2,4.0,2.8,25,0,0
75.6,2.7,2.5,23,1,0
68.4,2.2,2.8,40,0,1
77.6,2.6,3.4,32,0,0
80.4,3.2,3.1,40,0,0
